trade_id,market_question,entry_time,exit_time,hold_hours,entry_side,exit_side,entry_price,exit_price,size,gross_pnl_usd,pnl_cents_per_share,entry_mid,exit_mid,status,exit_reason
21,Bab el-Mandeb Strait effectively closed by September 30?,2026-07-13T17:09:00+00:00,2026-07-13T17:14:00+00:00,0.0833,buy_yes,sell_yes,0.2,0.18,93.9848,-1.8797,-2,0.175,0.19,closed,opposite_fill
22,Iran leadership change by December 31?,2026-07-13T15:25:00+00:00,2026-07-13T17:46:00+00:00,2.35,buy_yes,sell_yes,0.23,0.23,87.788,0,0,0.225,0.235,closed,opposite_fill
23,Bab el-Mandeb Strait effectively closed by September 30?,2026-07-13T17:14:00+00:00,2026-07-13T17:46:00+00:00,0.5333,sell_yes,buy_yes,0.18,0.19,9.2952,-0.093,-1,0.19,0.185,closed,opposite_fill
24,Iran leadership change by December 31?,2026-07-13T17:46:00+00:00,2026-07-13T17:47:00+00:00,0.0167,sell_yes,buy_yes,0.23,0.23,15.492,0,0,0.235,0.23,closed,opposite_fill
25,Iran leadership change by December 31?,2026-07-13T17:47:00+00:00,2026-07-13T18:41:00+00:00,0.9,buy_yes,sell_yes,0.23,0.23,87.788,0,0,0.23,0.245,closed,opposite_fill
26,Clarity Act (H.R.3633) signed into law in 2026?,2026-07-13T16:33:00+00:00,2026-07-13T18:41:00+00:00,2.1333,sell_yes,buy_yes,0.27,0.36,4.6476,-0.4183,-9,0.285,0.355,closed,opposite_fill
27,Clarity Act (H.R.3633) signed into law in 2026?,2026-07-13T16:47:00+00:00,2026-07-13T18:41:00+00:00,1.9,sell_yes,buy_yes,0.38,0.36,46.9924,0.9398,2,0.385,0.355,closed,opposite_fill
28,Bab el-Mandeb Strait effectively closed by September 30?,2026-07-13T17:46:00+00:00,2026-07-13T19:35:00+00:00,1.8167,buy_yes,sell_yes,0.19,0.17,93.9848,-1.8797,-2,0.185,0.18,closed,opposite_fill
29,Bab el-Mandeb Strait effectively closed by September 30?,2026-07-13T19:35:00+00:00,2026-07-13T19:45:00+00:00,0.1667,sell_yes,buy_yes,0.17,0.17,9.2952,0,0,0.18,0.17,closed,opposite_fill
30,Iran leadership change by December 31?,2026-07-13T18:41:00+00:00,2026-07-13T19:46:00+00:00,1.0833,sell_yes,buy_yes,0.23,0.25,15.492,-0.3098,-2,0.245,0.245,closed,opposite_fill
31,Iran leadership change by December 31?,2026-07-13T19:46:00+00:00,2026-07-13T19:47:00+00:00,0.0167,buy_yes,sell_yes,0.25,0.25,87.788,0,0,0.245,0.255,closed,opposite_fill
32,Iran leadership change by December 31?,2026-07-13T19:47:00+00:00,2026-07-13T20:01:00+00:00,0.2333,sell_yes,buy_yes,0.25,0.25,15.492,0,0,0.255,0.245,closed,opposite_fill
33,Fed Rate Hike by October 2026 Meeting?,2026-07-13T16:58:00+00:00,2026-07-13T20:03:00+00:00,3.0833,buy_yes,sell_yes,0.69,0.67,3.0984,-0.062,-2,0.68,0.68,closed,opposite_fill
34,Fed Rate Hike by October 2026 Meeting?,2026-07-13T19:41:00+00:00,2026-07-13T20:03:00+00:00,0.3667,buy_yes,sell_yes,0.65,0.67,44.8235,0.8965,2,0.645,0.68,closed,opposite_fill
35,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,2026-07-13T19:10:00+00:00,2026-07-13T20:10:00+00:00,1,sell_yes,buy_yes,0.51,0.56,112.575,-5.6288,-5,0.52,0.555,closed,opposite_fill
36,Bab el-Mandeb Strait effectively closed by September 30?,2026-07-13T19:45:00+00:00,2026-07-13T20:11:00+00:00,0.4333,buy_yes,sell_yes,0.17,0.17,93.9848,0,0,0.17,0.175,closed,opposite_fill
37,Bab el-Mandeb Strait effectively closed by September 30?,2026-07-13T20:11:00+00:00,2026-07-13T20:15:00+00:00,0.0667,sell_yes,buy_yes,0.17,0.17,9.2952,0,0,0.175,0.17,closed,opposite_fill
38,Bab el-Mandeb Strait effectively closed by September 30?,2026-07-13T20:15:00+00:00,2026-07-13T20:16:00+00:00,0.0167,buy_yes,sell_yes,0.17,0.17,93.9848,0,0,0.17,0.175,closed,opposite_fill
39,Bab el-Mandeb Strait effectively closed by September 30?,2026-07-13T20:16:00+00:00,2026-07-13T20:23:00+00:00,0.1167,sell_yes,buy_yes,0.17,0.17,12.3936,0,0,0.175,0.165,closed,opposite_fill
40,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,2026-07-13T20:10:00+00:00,2026-07-13T20:26:00+00:00,0.2667,buy_yes,sell_yes,0.56,0.52,15.492,-0.6197,-4,0.555,0.53,closed,opposite_fill
41,Bab el-Mandeb Strait effectively closed by September 30?,2026-07-13T20:23:00+00:00,2026-07-13T20:26:00+00:00,0.05,buy_yes,sell_yes,0.17,0.17,90.8864,0,0,0.165,0.18,closed,opposite_fill
42,Will there be no change in Fed interest rates after the September 2026 meeting?,2026-07-13T17:12:00+00:00,2026-07-13T20:30:00+00:00,3.3,buy_yes,sell_yes,0.45,0.41,103.28,-4.1312,-4,0.445,0.415,closed,opposite_fill
43,Bab el-Mandeb Strait effectively closed by September 30?,2026-07-13T20:26:00+00:00,2026-07-13T21:01:00+00:00,0.5833,sell_yes,buy_yes,0.17,0.18,15.492,-0.1549,-1,0.18,0.175,closed,opposite_fill
44,Clarity Act (H.R.3633) signed into law in 2026?,2026-07-13T16:47:00+00:00,2026-07-13T21:53:00+00:00,5.1,sell_yes,buy_yes,0.38,0.36,7.746,0.1549,2,0.385,0.355,closed,opposite_fill
45,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,2026-07-13T20:26:00+00:00,2026-07-14T00:06:00+00:00,3.6667,sell_yes,buy_yes,0.52,0.5,35.3052,0.7061,2,0.53,0.495,closed,opposite_fill
46,Clarity Act (H.R.3633) signed into law in 2026?,2026-07-13T21:53:00+00:00,2026-07-14T00:10:00+00:00,2.2833,buy_yes,sell_yes,0.36,0.37,43.894,0.4389,1,0.355,0.375,closed,opposite_fill
47,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,2026-07-14T00:06:00+00:00,2026-07-14T00:58:00+00:00,0.8667,buy_yes,sell_yes,0.5,0.5,67.9748,0,0,0.495,0.525,closed,opposite_fill
48,Will the Fed increase interest rates by 25 bps after the October 2026 meeting?,2026-07-13T16:07:00+00:00,2026-07-14T01:22:00+00:00,9.25,sell_yes,buy_yes,0.2,0.17,51.64,1.5492,3,0.205,0.17,closed,opposite_fill
49,Bab el-Mandeb Strait effectively closed by September 30?,2026-07-13T21:01:00+00:00,2026-07-14T01:51:00+00:00,4.8333,buy_yes,sell_yes,0.18,0.17,87.788,-0.8779,-1,0.175,0.175,closed,opposite_fill
50,Bab el-Mandeb Strait effectively closed by September 30?,2026-07-14T01:51:00+00:00,2026-07-14T02:03:00+00:00,0.2,sell_yes,buy_yes,0.17,0.17,15.492,0,0,0.175,0.165,closed,opposite_fill
51,Clarity Act (H.R.3633) signed into law in 2026?,2026-07-14T00:10:00+00:00,2026-07-14T02:26:00+00:00,2.2667,sell_yes,buy_yes,0.37,0.39,12.3936,-0.2479,-2,0.375,0.365,closed,opposite_fill
52,Clarity Act (H.R.3633) signed into law in 2026?,2026-07-14T02:26:00+00:00,2026-07-14T02:41:00+00:00,0.25,buy_yes,sell_yes,0.39,0.35,42.3448,-1.6938,-4,0.365,0.36,closed,opposite_fill
53,Bab el-Mandeb Strait effectively closed by September 30?,2026-07-14T02:03:00+00:00,2026-07-14T03:13:00+00:00,1.1667,buy_yes,sell_yes,0.17,0.17,87.788,0,0,0.165,0.175,closed,opposite_fill
54,Clarity Act (H.R.3633) signed into law in 2026?,2026-07-14T02:41:00+00:00,2026-07-14T03:20:00+00:00,0.65,sell_yes,buy_yes,0.35,0.37,9.2952,-0.1859,-2,0.36,0.365,closed,opposite_fill
55,Clarity Act (H.R.3633) signed into law in 2026?,2026-07-14T03:20:00+00:00,2026-07-14T03:57:00+00:00,0.6167,buy_yes,sell_yes,0.37,0.37,42.3448,0,0,0.365,0.375,closed,opposite_fill
56,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,2026-07-14T00:58:00+00:00,2026-07-14T05:41:00+00:00,4.7167,sell_yes,buy_yes,0.5,0.53,35.3052,-1.0592,-3,0.525,0.525,closed,opposite_fill
57,Iran leadership change by December 31?,2026-07-13T20:01:00+00:00,2026-07-14T07:38:00+00:00,11.6167,buy_yes,sell_yes,0.25,0.23,87.788,-1.7558,-2,0.245,0.235,closed,opposite_fill
58,Clarity Act (H.R.3633) signed into law in 2026?,2026-07-14T03:57:00+00:00,2026-07-14T08:00:00+00:00,4.05,sell_yes,buy_yes,0.37,0.38,9.2952,-0.093,-1,0.375,0.375,closed,opposite_fill
59,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,2026-07-14T05:41:00+00:00,2026-07-14T08:13:00+00:00,2.5333,buy_yes,sell_yes,0.53,0.52,77.27,-0.7727,-1,0.525,0.525,closed,opposite_fill
60,Clarity Act (H.R.3633) signed into law in 2026?,2026-07-14T08:00:00+00:00,2026-07-14T10:49:00+00:00,2.8167,buy_yes,sell_yes,0.38,0.33,42.3448,-2.1172,-5,0.375,0.335,closed,opposite_fill
61,Fed Rate Hike by October 2026 Meeting?,2026-07-13T19:41:00+00:00,2026-07-14T10:50:00+00:00,15.15,buy_yes,sell_yes,0.65,0.6,58.4565,-2.9228,-5,0.645,0.61,closed,opposite_fill
62,Fed Rate Hike by October 2026 Meeting?,2026-07-14T10:50:00+00:00,2026-07-14T10:58:00+00:00,0.1333,sell_yes,buy_yes,0.6,0.61,51.0203,-0.5102,-1,0.61,0.595,closed,opposite_fill
63,Fed Rate Hike by October 2026 Meeting?,2026-07-14T10:58:00+00:00,2026-07-14T11:03:00+00:00,0.0833,buy_yes,sell_yes,0.61,0.6,52.2597,-0.5226,-1,0.595,0.61,closed,opposite_fill
64,Fed Rate Hike by October 2026 Meeting?,2026-07-14T11:03:00+00:00,2026-07-14T11:15:00+00:00,0.2,sell_yes,buy_yes,0.6,0.6,51.0203,0,0,0.61,0.59,closed,opposite_fill
65,Iran leadership change by December 31?,2026-07-14T07:38:00+00:00,2026-07-14T11:18:00+00:00,3.6667,sell_yes,buy_yes,0.23,0.23,15.492,0,0,0.235,0.225,closed,opposite_fill
66,Fed Rate Hike by October 2026 Meeting?,2026-07-14T11:15:00+00:00,2026-07-14T12:06:00+00:00,0.85,buy_yes,sell_yes,0.6,0.6,52.2597,0,0,0.59,0.605,closed,opposite_fill
67,Fed Rate Hike by October 2026 Meeting?,2026-07-14T12:06:00+00:00,2026-07-14T12:30:00+00:00,0.4,sell_yes,buy_yes,0.6,0.62,57.2171,-1.1443,-2,0.605,0.615,closed,opposite_fill
68,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,2026-07-14T08:13:00+00:00,2026-07-14T12:30:00+00:00,4.2833,sell_yes,buy_yes,0.52,0.52,26.01,0,0,0.525,0.495,closed,opposite_fill
69,Fed Rate Hike by October 2026 Meeting?,2026-07-14T12:30:00+00:00,2026-07-14T12:33:00+00:00,0.05,buy_yes,sell_yes,0.62,0.59,77.0469,-2.3114,-3,0.615,0.605,closed,opposite_fill
70,Fed Rate Hike by October 2026 Meeting?,2026-07-14T12:33:00+00:00,2026-07-14T12:35:00+00:00,0.0333,sell_yes,buy_yes,0.59,0.6,26.2331,-0.2623,-1,0.605,0.565,closed,opposite_fill
71,Clarity Act (H.R.3633) signed into law in 2026?,2026-07-14T10:49:00+00:00,2026-07-14T12:38:00+00:00,1.8167,sell_yes,buy_yes,0.33,0.34,9.2952,-0.093,-1,0.335,0.34,closed,opposite_fill
72,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,2026-07-14T12:30:00+00:00,2026-07-14T12:40:00+00:00,0.1667,buy_yes,sell_yes,0.52,0.41,106.378,-11.7016,-11,0.495,0.415,closed,opposite_fill
73,Fed Rate Hike by October 2026 Meeting?,2026-07-14T12:35:00+00:00,2026-07-14T12:41:00+00:00,0.1,buy_yes,sell_yes,0.6,0.55,89.4405,-4.472,-5,0.565,0.555,closed,opposite_fill
74,Fed Rate Hike by October 2026 Meeting?,2026-07-14T12:41:00+00:00,2026-07-14T12:46:00+00:00,0.0833,sell_yes,buy_yes,0.55,0.55,13.8395,0,0,0.555,0.51,closed,opposite_fill
75,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,2026-07-14T12:30:00+00:00,2026-07-14T12:51:00+00:00,0.35,buy_yes,sell_yes,0.52,0.43,8.07236,-0.7265,-9,0.495,0.435,closed,opposite_fill
76,Bab el-Mandeb Strait effectively closed by September 30?,2026-07-14T03:13:00+00:00,2026-07-14T13:07:00+00:00,9.9,sell_yes,buy_yes,0.17,0.17,15.492,0,0,0.175,0.165,closed,opposite_fill
77,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,2026-07-14T12:51:00+00:00,2026-07-14T13:40:00+00:00,0.8167,sell_yes,buy_yes,0.43,0.42,95.2076,0.9521,1,0.435,0.415,closed,opposite_fill
78,Bab el-Mandeb Strait effectively closed by September 30?,2026-07-14T13:07:00+00:00,2026-07-14T13:52:00+00:00,0.75,buy_yes,sell_yes,0.17,0.17,87.788,0,0,0.165,0.175,closed,opposite_fill
79,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,2026-07-14T13:40:00+00:00,2026-07-14T14:00:00+00:00,0.3333,buy_yes,sell_yes,0.42,0.37,20.466,-1.0233,-5,0.415,0.375,closed,opposite_fill
80,Clarity Act (H.R.3633) signed into law in 2026?,2026-07-14T12:38:00+00:00,2026-07-14T14:04:00+00:00,1.4333,buy_yes,sell_yes,0.34,0.35,42.3448,0.4234,1,0.34,0.36,closed,opposite_fill
81,Bab el-Mandeb Strait effectively closed by September 30?,2026-07-14T13:52:00+00:00,2026-07-14T14:05:00+00:00,0.2167,sell_yes,buy_yes,0.17,0.17,15.492,0,0,0.175,0.17,closed,opposite_fill
82,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,2026-07-14T14:00:00+00:00,2026-07-14T14:08:00+00:00,0.1333,sell_yes,buy_yes,0.37,0.37,82.814,0,0,0.375,0.365,closed,opposite_fill
83,Bab el-Mandeb Strait effectively closed by September 30?,2026-07-14T14:05:00+00:00,2026-07-14T14:21:00+00:00,0.2667,buy_yes,sell_yes,0.17,0.17,90.8864,0,0,0.17,0.175,closed,opposite_fill
84,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,2026-07-14T14:08:00+00:00,2026-07-14T14:31:00+00:00,0.3833,buy_yes,sell_yes,0.37,0.34,20.466,-0.614,-3,0.365,0.36,closed,opposite_fill
85,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,2026-07-14T14:31:00+00:00,2026-07-14T14:35:00+00:00,0.0667,sell_yes,buy_yes,0.34,0.35,82.814,-0.8281,-1,0.36,0.335,closed,opposite_fill
86,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,2026-07-14T14:35:00+00:00,2026-07-14T14:36:00+00:00,0.0167,buy_yes,sell_yes,0.35,0.34,20.466,-0.2047,-1,0.335,0.345,closed,opposite_fill
87,Bab el-Mandeb Strait effectively closed by September 30?,2026-07-14T14:21:00+00:00,2026-07-14T15:11:00+00:00,0.8333,sell_yes,buy_yes,0.17,0.17,12.3936,0,0,0.175,0.165,closed,opposite_fill
88,Fed Rate Hike by October 2026 Meeting?,2026-07-14T12:46:00+00:00,2026-07-14T16:12:00+00:00,3.4333,buy_yes,sell_yes,0.55,0.48,89.4405,-6.2608,-7,0.51,0.485,closed,opposite_fill
89,Clarity Act (H.R.3633) signed into law in 2026?,2026-07-14T14:04:00+00:00,2026-07-14T17:36:00+00:00,3.5333,sell_yes,buy_yes,0.35,0.37,12.3936,-0.2479,-2,0.36,0.365,closed,opposite_fill
90,Clarity Act (H.R.3633) signed into law in 2026?,2026-07-14T17:36:00+00:00,2026-07-14T18:32:00+00:00,0.9333,buy_yes,sell_yes,0.37,0.37,39.2464,0,0,0.365,0.385,closed,opposite_fill
91,Fed Rate Hike by October 2026 Meeting?,2026-07-14T16:12:00+00:00,2026-07-14T18:41:00+00:00,2.4833,sell_yes,buy_yes,0.48,0.5,20.0363,-0.4007,-2,0.485,0.495,closed,opposite_fill
92,Clarity Act (H.R.3633) signed into law in 2026?,2026-07-14T18:32:00+00:00,2026-07-14T22:05:00+00:00,3.55,sell_yes,buy_yes,0.37,0.37,12.3936,0,0,0.385,0.365,closed,opposite_fill
93,Clarity Act (H.R.3633) signed into law in 2026?,2026-07-14T22:05:00+00:00,2026-07-14T22:08:00+00:00,0.05,buy_yes,sell_yes,0.37,0.37,39.2464,0,0,0.365,0.38,closed,opposite_fill
94,Clarity Act (H.R.3633) signed into law in 2026?,2026-07-14T22:08:00+00:00,2026-07-14T23:30:00+00:00,1.3667,sell_yes,buy_yes,0.37,0.37,12.3936,0,0,0.38,0.365,closed,opposite_fill
95,Bab el-Mandeb Strait effectively closed by September 30?,2026-07-14T15:11:00+00:00,2026-07-15T00:01:00+00:00,8.8333,buy_yes,sell_yes,0.17,0.16,90.8864,-0.9089,-1,0.165,0.36,closed,opposite_fill
96,Will there be no change in Fed interest rates after the September 2026 meeting?,2026-07-14T12:31:00+00:00,2026-07-15T00:13:00+00:00,11.7,sell_yes,buy_yes,0.46,0.57,103.28,-11.3608,-11,0.49,0.565,closed,opposite_fill
97,Clarity Act (H.R.3633) signed into law in 2026?,2026-07-14T23:30:00+00:00,2026-07-15T07:44:00+00:00,8.2333,buy_yes,sell_yes,0.37,0.37,39.2464,0,0,0.365,0.375,closed,opposite_fill
98,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,2026-07-14T14:36:00+00:00,2026-07-15T10:59:00+00:00,20.3833,sell_yes,buy_yes,0.34,0.36,89.0108,-1.7802,-2,0.345,0.345,closed,opposite_fill
99,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,2026-07-15T10:59:00+00:00,2026-07-15T11:31:00+00:00,0.5333,buy_yes,sell_yes,0.36,0.35,14.2692,-0.1427,-1,0.345,0.355,closed,opposite_fill
100,Will there be no change in Fed interest rates after the September 2026 meeting?,2026-07-14T12:31:00+00:00,2026-07-15T11:31:00+00:00,23,sell_yes,buy_yes,0.46,0.61,21.6888,-3.2533,-15,0.49,0.605,closed,opposite_fill
101,Bab el-Mandeb Strait effectively closed by September 30?,2026-07-15T00:01:00+00:00,2026-07-15T12:09:00+00:00,12.1333,sell_yes,buy_yes,0.16,0.15,12.3936,0.1239,1,0.36,0.145,closed,opposite_fill
102,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,2026-07-15T11:31:00+00:00,2026-07-15T12:32:00+00:00,1.0167,sell_yes,buy_yes,0.35,0.35,89.0108,0,0,0.355,0.34,closed,opposite_fill
103,Will there be no change in Fed interest rates after the October 2026 meeting?,2026-07-14T12:44:00+00:00,2026-07-15T12:32:00+00:00,23.8,buy_yes,sell_yes,0.66,0.59,51.64,-3.6148,-7,0.655,0.595,closed,opposite_fill
104,Will there be no change in Fed interest rates after the September 2026 meeting?,2026-07-15T11:31:00+00:00,2026-07-15T12:43:00+00:00,1.2,buy_yes,sell_yes,0.61,0.61,81.5912,0,0,0.605,0.615,closed,opposite_fill
105,Bab el-Mandeb Strait effectively closed by September 30?,2026-07-15T12:09:00+00:00,2026-07-15T12:59:00+00:00,0.8333,buy_yes,sell_yes,0.15,0.15,90.8864,0,0,0.145,0.15,closed,opposite_fill
106,Fed Rate Hike by October 2026 Meeting?,2026-07-14T18:41:00+00:00,2026-07-15T13:16:00+00:00,18.5833,buy_yes,sell_yes,0.5,0.46,83.2437,-3.3297,-4,0.495,0.465,closed,opposite_fill
107,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,2026-07-15T12:32:00+00:00,2026-07-15T16:01:00+00:00,3.4833,buy_yes,sell_yes,0.35,0.29,23.5644,-1.4139,-6,0.34,0.295,closed,opposite_fill
108,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,2026-07-15T16:01:00+00:00,2026-07-15T16:03:00+00:00,0.0333,sell_yes,buy_yes,0.29,0.29,79.7156,0,0,0.295,0.255,closed,opposite_fill
109,Fed Rate Hike by October 2026 Meeting?,2026-07-15T13:16:00+00:00,2026-07-15T16:08:00+00:00,2.8667,sell_yes,buy_yes,0.46,0.46,20.0363,0,0,0.465,0.46,closed,opposite_fill
110,Will there be no change in Fed interest rates after the September 2026 meeting?,2026-07-15T12:43:00+00:00,2026-07-15T16:11:00+00:00,3.4667,sell_yes,buy_yes,0.61,0.7,21.6888,-1.952,-9,0.615,0.695,closed,opposite_fill
111,Will there be no change in Fed interest rates after the September 2026 meeting?,2026-07-15T16:11:00+00:00,2026-07-15T16:19:00+00:00,0.1333,buy_yes,sell_yes,0.7,0.68,87.788,-1.7558,-2,0.695,0.685,closed,opposite_fill
112,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,2026-07-15T16:03:00+00:00,2026-07-15T16:38:00+00:00,0.5833,buy_yes,sell_yes,0.29,0.27,23.5644,-0.4713,-2,0.255,0.275,closed,opposite_fill
113,Will there be no change in Fed interest rates after the September 2026 meeting?,2026-07-15T16:19:00+00:00,2026-07-15T16:38:00+00:00,0.3167,sell_yes,buy_yes,0.68,0.68,15.492,0,0,0.685,0.675,closed,opposite_fill
114,Clarity Act (H.R.3633) signed into law in 2026?,2026-07-15T07:44:00+00:00,2026-07-15T18:29:00+00:00,10.75,sell_yes,buy_yes,0.37,0.39,12.3936,-0.2479,-2,0.375,0.375,closed,opposite_fill
115,Clarity Act (H.R.3633) signed into law in 2026?,2026-07-15T18:29:00+00:00,2026-07-15T20:33:00+00:00,2.0667,buy_yes,sell_yes,0.39,0.38,39.2464,-0.3925,-1,0.375,0.39,closed,opposite_fill
116,Iran leadership change by December 31?,2026-07-14T11:18:00+00:00,2026-07-16T00:00:00+00:00,36.7,buy_yes,sell_yes,0.23,0.21,87.788,-1.7558,-2,0.225,0.375,closed,opposite_fill
117,Iran leadership change by December 31?,2026-07-16T00:00:00+00:00,2026-07-16T00:03:00+00:00,0.05,sell_yes,buy_yes,0.21,0.37,15.492,-2.4787,-16,0.375,0.2,closed,opposite_fill
118,Will Spider-Man: Brand New Day be the top grossing movie of 2026?,2026-07-15T12:55:00+00:00,2026-07-16T00:04:00+00:00,11.15,buy_yes,sell_yes,0.68,0.72,25.82,1.0328,4,0.67,0.74,closed,opposite_fill
119,Will Kate O’Flynn – “Widow’s Bay” win Emmys 2026: Outstanding supporting actress in a comedy series?,2026-07-15T14:02:00+00:00,2026-07-16T00:05:00+00:00,10.05,sell_yes,buy_yes,0.45,0.48,51.64,-1.5492,-3,0.464,0.4795,closed,opposite_fill
120,Will Spider-Man: Brand New Day be the top grossing movie of 2026?,2026-07-15T13:43:00+00:00,2026-07-16T03:33:00+00:00,13.8333,buy_yes,sell_yes,0.66,0.75,25.82,2.3238,9,0.65,0.755,closed,opposite_fill
121,Bab el-Mandeb Strait effectively closed by September 30?,2026-07-15T12:59:00+00:00,2026-07-16T04:07:00+00:00,15.1333,sell_yes,buy_yes,0.15,0.17,12.3936,-0.2479,-2,0.15,0.17,closed,opposite_fill
